id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel from this asset to avail public transport facility?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of structure of this asset?,What is the type of security available for the asset?,What are the working hours of this asset?,What are the working days of that asset?,How many Technical staff are employed in/for that asset?,How many Non Technical staff are employed in/for that asset?,Where do you get drinking water from for using at this asset?,How much do you pay per litre of bottled water?,Where do you get water for operational purposes for this asset?,What are the other source of water you depend upon?,Are there toilets available for public and employees usage at this asset?,Are there toilets available separately as per gender at this asset?,Is there running water available in the toilets at this asset?,Is there soap for hand-wash available at this asset?,How do you deal with the waste generated from that asset?,What are the other mechanism used to discard the waste from this asset?,Are the premises of this asset cleaned with disinfectant regularly?,How frequently are the premises at this asset cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this asset?,How many hours per day are you facing power cuts at this asset?,What is the alternative energy source available for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,Is there landline connectivity for that asset?,What is the number with STD Code?,Does this asset have wired internet connection?,How much speed can you get through the broadband?,How do you maintain records for operations for this asset?,What are the areas the asset gets support from government agencies (not for customers)?,Do you get any support from NGO(s) for this asset?,From what Organization(s) did you get support?,Where do you procure inputs required for that asset?,What are other sources are used to get needed inputs?,How does this asset advertise about the services available?,Are you using digital tools for your operations for this asset?,For what purpose are you using digital tools here at this asset?,Select the category applicable,Please specify,In which year was the site established?,What is the entry fee charge?,Who among the following are available at the site?,What is the footfall in a week?,How do you document the visitors coming to your site?,On which months do you receive the maximum number of customers?,Which of the following does the compound have?,What are the provisions available for the differently-abled?,Can entry tickets be booked online?,How is the place advertised to prospective visitors?,Are you asking your visitors how they got to know about you?,Which of the following means of advertisement bring you the maximum customers?,Is the site listed in the tourism department’s website?,What are the celebration/ fests/ exhibitions/ other events that take place in the site?,How often is technical maintenance work done in the spot?,Describe the involvement of the local community in the running and management of the structure?,Are entities working for the conservation of the site?,What is the name of the entity?,What makes this site special and unique compared to similar sites?
7061,2019-06-06 05:10:38,Tourism,Cultural Heritage/ Historical Site,ngilyang thaka,Community,In Use,Lower Subansiri,Ziro,Tajang,27.58677,93.84351,Approved,https://smartvillage.imagetrekk.com/storage/images/eKqjUtZPAjbHp82x44xdVsRGPQ3pNrivBTap7Aou.jpeg?asset_id=7061,locally called Nago Ude (ritual house) for all Tajang Village,3,Pakka Road with Block Point,1,2G Reliable,"[""Vodafone"",""Idea"",""Airtel""]","[""Vodafone"",""Idea"",""Airtel""]","[""Vodafone"",""Idea"",""Airtel""]","[""Vodafone"",""Idea"",""Airtel""]","[""Vodafone"",""Idea"",""Airtel""]","[""Vodafone"",""Idea"",""Airtel""]","[""Vodafone"",""Idea"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Thursday"",""Friday"",""Saturday"",""Wednesday"",""Tuesday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Discarded in Water Bodies,,Yes,1,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Local Supplier,,"[""Others""]",No,,Cultural sites,,2016,0,"[""None of the above""]",100,Others,"[""March""]","[""None of the above""]","[""None of the above""]",No,"[""Others""]",Yes,Others,No,myoko festival,Yearly,Low Involvement,Yes,during myoko festival,scared sites
7152,2019-06-07 09:07:34,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Modang Tage,27.57315,93.82972,Pending,https://smartvillage.imagetrekk.com/storage/images/jGoE4Hg085tSiZJZyFkdDy4rvMHGjNBqSwvrDY9t.jpeg?asset_id=7152,Buru lapang of mudang tage village,1,Kacha Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,1800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
7162,2019-06-07 09:08:48,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Modang Tage,27.57375,93.82962,Approved,https://smartvillage.imagetrekk.com/storage/images/hRha6FCUnSiPbYgz1ux05nK2praXaC6aH821Gcx0.jpeg?asset_id=7162,Nako lapang of mudang tage village,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,1800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priests,apatani traditional platform
7164,2019-06-07 09:09:02,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Modang Tage,27.57384,93.82985,Approved,https://smartvillage.imagetrekk.com/storage/images/YYTgyyR6TLsGTgIxbRpxRsYv5u9PU8uj5x4UVwCa.jpeg?asset_id=7164,mipiya lapang- mudang tage village,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,1800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
7179,2019-06-07 09:13:19,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Sibe,27.54824,93.80964,Approved,https://smartvillage.imagetrekk.com/storage/images/ejE7EyCOWoZEQDTHiBSTmolqhZgW9MxDGpJzAHD4.jpeg?asset_id=7179,dulley lapang sibe,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
7184,2019-06-07 09:14:23,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Sibe,27.54731,93.8125,Approved,https://smartvillage.imagetrekk.com/storage/images/ErYWeAMJnof0jopgoKhl4CgFJEf5GG0dKM19ELoW.jpeg?asset_id=7184,michi lapang sibe,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
7187,2019-06-07 09:14:43,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Sibe,27.54735,93.81254,Approved,https://smartvillage.imagetrekk.com/storage/images/lLNx2JeqFNChmPD4ginxTyCwPEgx6INlYLtxmgwI.jpeg?asset_id=7187,michi babo sibe,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani,apatani traditional platform
7229,2019-06-08 23:25:51,Tourism,Cultural Heritage/ Historical Site,kago yubbey,Community,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55811,93.84877,Approved,https://smartvillage.imagetrekk.com/storage/images/SkoLtUoianVAPFBrmgkpHEKVVErdk2pNmug2JBCW.jpeg?asset_id=7229,Alter,3,Footway,4,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Others,,Others,home,No,,,,Burnt within the premises,,No,,No,,Others,2,2,2,2,2,2,No,,No,,Others,"[""Others""]",No,,Others,fire,"[""Others""]",No,,Cultural sites,,0,0,"[""None of the above""]",7,Others,"[""March""]","[""None of the above""]","[""None of the above""]",No,"[""Others""]",No,Others,No,at the time of myoko festival,Others,High involvement,No,,alter at the time of myoko festival
7256,2019-06-09 10:01:48,Tourism,Cultural Heritage/ Historical Site,taakhe rakesh,Community,In Use,Lower Subansiri,Ziro,Hong,27.55769,93.84671,Approved,https://smartvillage.imagetrekk.com/storage/images/8F0c9oApaO2zSV69buxjAxtX6t34B1nrDfQfBQpO.jpeg?asset_id=7256,tinyo lapang,1,Pakka Road with Block Point,3.5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",18:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Others,,Others,bottle,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Local Supplier,,"[""Others""]",No,,Cultural sites,,1800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,mutin myoko,Yearly,Very High Involvement,Yes,apatani prist,apatani traditional flatforms
7258,2019-06-09 11:14:40,Tourism,Cultural Heritage/ Historical Site,taakhe rakesh,Community,In Use,Lower Subansiri,Ziro,Hong,27.55703,93.84549,Approved,https://smartvillage.imagetrekk.com/storage/images/onZNDM3GvfIAlOdTruXYjiYRdofAUTPdB4DkuBzk.jpeg?asset_id=7258,lapang,1,Kacha Road,3.53,3G Unreliable,"[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",18:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Others,,Others,bottle,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Local Supplier,,"[""Others""]",No,,Cultural sites,,1800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",No,Others,No,mutin myoko,Yearly,Very High Involvement,Yes,apatani prist,apatani traditional flatforms
7262,2019-06-09 11:19:06,Tourism,Cultural Heritage/ Historical Site,taakhe rakesh,Community,In Use,Lower Subansiri,Ziro,Hong,27.55723,93.84597,Approved,https://smartvillage.imagetrekk.com/storage/images/FUdg2HjXotqf35LLIgdsDjMFgH1ZfprDnuGJt4pf.jpeg?asset_id=7262,lapang2,1,Pakka Road with Block Point,3,3G Unreliable,"[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",21:0 to 21:0,"[""Monday"",""Tuesday"",""Wednesday"",""Saturday"",""Friday"",""Thursday"",""Sunday""]",1,1,Others,,Others,bottle,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""Others""]",No,,Local Supplier,,"[""Others""]",No,,Cultural sites,,1800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",No,Others,No,mutin myoko,Yearly,Very High Involvement,Yes,apatani prist,apatani traditional flatform
7269,2019-06-09 11:23:19,Tourism,Cultural Heritage/ Historical Site,taakhe rakesh,Community,In Use,Lower Subansiri,Ziro,Hong,27.55823,93.8462,Approved,https://smartvillage.imagetrekk.com/storage/images/1RUIXq2NC3wD51kX2FTB8J830OYE41TRb86n7u9r.jpeg?asset_id=7269,hibu lapang1,1,Pakka Road with Block Point,3,3G Unreliable,"[""Idea"",""Vodafone"",""BSNL"",""Airtel""]","[""Idea"",""Vodafone"",""BSNL"",""Airtel""]","[""Idea"",""Vodafone"",""BSNL"",""Airtel""]","[""Idea"",""Vodafone"",""BSNL"",""Airtel""]","[""Idea"",""Vodafone"",""BSNL"",""Airtel""]","[""Idea"",""Vodafone"",""BSNL"",""Airtel""]","[""Idea"",""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",18:0 to 18:30,"[""Saturday"",""Sunday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Others,,Others,bottle,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Local Supplier,,"[""Others""]",No,,Cultural sites,,1800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,mutin myoko,Yearly,Very High Involvement,Yes,apatani prist,apatani traditional flatforms
7270,2019-06-09 11:24:09,Tourism,Cultural Heritage/ Historical Site,taakhe rakesh,Community,In Use,Lower Subansiri,Ziro,Hong,27.55769,93.84671,Approved,https://smartvillage.imagetrekk.com/storage/images/3j1T0giAFZ0GubweXRZDKlhfuaEDHdjXONoTlCCr.jpeg?asset_id=7270,tinyo lapang,1,Pakka Road with Block Point,3.5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",18:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Others,,Others,bottle,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Local Supplier,,"[""Others""]",No,,Cultural sites,,1800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,mutin myoko,Yearly,Very High Involvement,Yes,apatani prist,apatani traditional flatforms
7273,2019-06-09 11:25:56,Tourism,Cultural Heritage/ Historical Site,taakhe rakesh,Community,In Use,Lower Subansiri,Ziro,Hong,27.55754,93.84714,Approved,https://smartvillage.imagetrekk.com/storage/images/RtopvJL2iPDdPdDzu3bmHzIntXpfXjVg9TQb1tH3.jpeg?asset_id=7273,bullo lapang1,1,Pakka Road with Block Point,3.5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",18:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Others,,Others,bottle,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Local Supplier,,"[""Others""]",No,,Cultural sites,,1800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,mutin myoko,Yearly,Very High Involvement,Yes,apatani prist,apatani traditional flatforms
7275,2019-06-09 11:26:41,Tourism,Cultural Heritage/ Historical Site,taakhe rakesh,Community,In Use,Lower Subansiri,Ziro,Hong,27.55788,93.84843,Approved,https://smartvillage.imagetrekk.com/storage/images/4ykQlUuBfpoeTDbsSARGiKRoSVHAgnEiwiPGor8Y.jpeg?asset_id=7275,mudang lapang,1,Pakka Road with Block Point,3.5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",18:0 to 18:0,"[""Tuesday"",""Wednesday"",""Monday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Others,,Others,bottle,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Local Supplier,,"[""Others""]",No,,Cultural sites,,1800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,mutin myoko,Yearly,Very High Involvement,Yes,apatani prist,apatani traditional flatforms
7277,2019-06-09 11:27:55,Tourism,Cultural Heritage/ Historical Site,taakhe rakesh,Community,In Use,Lower Subansiri,Ziro,Hong,27.55722,93.84837,Approved,https://smartvillage.imagetrekk.com/storage/images/WRyhsnRRT8HDWc6HcfxYr4SmSrihwHsjjZmkdqsd.jpeg?asset_id=7277,kago lapang,1,Pakka Road with Block Point,3.5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",18:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Others,,Others,bottle,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Local Supplier,,"[""Others""]",No,,Cultural sites,,1800,0,"[""None of the above""]",10,Others,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Word of mouth from former customers,No,mutin myoko,Yearly,Very High Involvement,Yes,apatani prist,apatani traditional flatforms
7299,2019-06-10 12:39:01,Tourism,Cultural Heritage/ Historical Site,padi tara,Religion,In Use,Lower Subansiri,Ziro,Reru,27.59927,93.85375,Approved,https://smartvillage.imagetrekk.com/storage/images/bGihB28qTRZQbCwfFPo5Q8buGhckzzXVNo7WRiti.jpeg?asset_id=7299,"tai siime lampii, tourist place of Reru village, ziro",1,Footway,3,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc)","[""None""]",6:0 to 18:0,"[""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,2,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Local Supplier,,"[""Others""]",No,,Cultural sites,,1800,10,"[""None of the above""]",10,Traditional Book Keeping,"[""July"",""August""]","[""None of the above""]","[""Others""]",No,"[""Display boards around the site ""]",No,Display boards around the site,No,dree and myoko,Yearly,Very High Involvement,No,,its important to used its not found on entire earth
1320,2019-02-20 11:14:46,Tourism,Cultural Heritage/ Historical Site,kago yubbey,Community,In Use,Lower Subansiri,Ziro,Mani Polyang,27.53954,93.84667,Pending,https://smartvillage.imagetrekk.com/storage/images/Xouer2yOGy3xekbNOdTtIdCUVcwYLidOli8004Nn.jpeg?asset_id=1320,good condition,7,Pakka Road,12,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""Financial Support"",""Others""]",No,,Research Organization,,"[""Others""]",No,,Cultural sites,,1945,0,"[""None of the above""]",0,No documentation,"[""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,No,atter shed for community,Never,High involvement,Yes,hong,scared place
