id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go to the farm land until it was open and accesible?,What is the type of the road available to the farm land?,How much distance should one travel from the farm land to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the farm land?,What are different Mobile network service providers available at the location of the farm land?,What is the type of structure of the farm land?,What is the type of security available for the farm land?,How many are employed in the farm land?,Where do you get water for operational purposes for the farm land?,How do you deal with the agricultural waste generated from the farm land?,Are the premises of farm land cleaned with disinfectant regularly?,How frequently are the premises at the farm land cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the farm land?,How many hours per day are you facing power cuts in the farm land?,What is the alternative energy source available for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How do you maintain records for operations of the farm land?,What are the areas the farm land gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the farm land?,Are you using digital technologies that can be used in the farm land?,Where do you procure inputs required for the farm land?,What are different chemical inputs used in the farm land?,What is the type of covering material used in the farm land?,What is the water source used for irrigation mechanism?,What is the type of irrigation mechanism used in the farm land?,How does the farm land advertise about the services available?,What is the average operational cost per month to run the farm land?(Excluding Salary of the Employees),How much amount of products are produced in the farm land in a year?(In K.G),What is the average cost per K.G of the products produced from the farm land?(In Rupees),Which type of customers purchase the products produced in the farm land?,How does the customers transport the goods produced from the farm land?,access,road_connectivity,public_transport,mobile_connectivity,accessibility,building_type,security,infrastructure,observation,staff,employability,water_for_operational_purposes,water,waste_management,general_cleanliness,sanitation,electricity,energy,alternate_energy,mobile,communication,records,record_maintenance,support,govt_support,ngo_support,awareness,digital_technologies,general,procurement,chemical_inputs,inputs,covering_material,water_source,type,irrigation,advertisement,marketing,operational_cost,operations,quantity,cost,products,customers,transport_of_goods,logistics,specific,overall score
5624,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.56803,93.84593000000001,1.0,0.5,0.0,0.5,0.5,0.0,0.3333,0.1333,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.25,0.25,0.125,0.25,0.0,1.0,0.5,0.2222,0.4615,100.0,50.0,0.0,50.0,55.0,0.0,33.3333,25.0,47.3333,13.3333,13.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.1806,33.3333,33.3333,33.3333,25.0,25.0,22.2222,18.75,25.0,25.0,0.0,0.0,100.0,50.0,75.0,22.2222,46.1538,46.1538,31.8376,30.8892
5735,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.57109,93.84534000000001,1.0,0.5,0.0,0.5,0.5,1.0,0.3333,0.1333,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.125,0.25,0.6667,0.25,0.5,0.2222,0.5385,100.0,50.0,0.0,50.0,55.0,100.0,33.3333,0.0,57.3333,13.3333,13.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.1806,33.3333,33.3333,33.3333,0.0,25.0,22.2222,18.75,25.0,25.0,66.6667,66.6667,25.0,50.0,37.5,22.2222,53.8462,53.8462,32.3985,34.1136
5736,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.569490000000002,93.84584,1.0,1.0,0.0,0.5,0.5,1.0,0.3333,0.1333,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.25,0.25,0.125,0.25,0.6667,0.1,0.5,0.2222,0.5385,100.0,100.0,0.0,50.0,70.0,100.0,33.3333,25.0,69.3333,13.3333,13.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.1806,33.3333,33.3333,33.3333,25.0,25.0,22.2222,18.75,25.0,25.0,66.6667,66.6667,10.0,50.0,30.0,22.2222,53.8462,53.8462,32.5235,37.7636
5839,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.5765,93.84676999999999,1.0,0.5,0.375,0.1667,0.5,0.0,0.3333,0.1333,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,1.0,1.0,0.5,0.3333,0.0769,100.0,50.0,37.5,16.6667,55.8333,0.0,33.3333,0.0,48.0,13.3333,13.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.1806,33.3333,0.0,16.6667,0.0,25.0,33.3333,18.75,12.5,12.5,100.0,100.0,100.0,50.0,75.0,33.3333,7.6923,7.6923,33.4776,31.7452
5841,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.577790000000004,93.84813,1.0,0.5,0.375,0.1667,0.5,1.0,0.3333,0.0667,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.6667,1.0,0.5,0.3333,0.0769,100.0,50.0,37.5,16.6667,55.8333,100.0,33.3333,0.0,58.0,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,33.3333,0.0,16.6667,0.0,25.0,33.3333,18.75,12.5,12.5,66.6667,66.6667,100.0,50.0,75.0,33.3333,7.6923,7.6923,30.1442,33.2119
5865,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.577579999999998,93.84528,1.0,1.0,0.5,0.1667,0.5,1.0,0.3333,0.1333,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,1.0,1.0,0.5,0.3333,0.0769,100.0,100.0,50.0,16.6667,73.3333,100.0,33.3333,0.0,72.0,13.3333,13.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.1806,33.3333,0.0,16.6667,0.0,25.0,33.3333,18.75,12.5,12.5,100.0,100.0,100.0,50.0,75.0,33.3333,7.6923,7.6923,33.4776,38.9452
5952,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.51786,93.77784,1.0,1.0,0.875,0.3333,0.3333,0.0,0.0,0.0,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.125,0.3333,0.5,0.5,0.3333,0.3077,100.0,100.0,87.5,33.3333,84.1667,0.0,0.0,25.0,67.3333,0.0,0.0,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,33.3333,33.3333,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.4028,0.0,0.0,0.0,25.0,25.0,33.3333,18.75,12.5,12.5,33.3333,33.3333,50.0,50.0,50.0,33.3333,30.7692,30.7692,24.1186,33.5683
5953,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.518759999999997,93.77779,1.0,1.0,0.875,0.3333,0.3333,0.0,0.0,0.0,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.125,0.0667,1.0,0.5,0.4444,0.4615,100.0,100.0,87.5,33.3333,84.1667,0.0,0.0,25.0,67.3333,0.0,0.0,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,33.3333,33.3333,12.5,12.5,0.0,0.0,0.0,0.0,0.0,10.1806,0.0,0.0,0.0,25.0,25.0,44.4444,18.75,12.5,12.5,6.6667,6.6667,100.0,50.0,75.0,44.4444,46.1538,46.1538,27.8515,34.3948
6257,Agriculture,Farm land,Lower Subansiri,Ziro,Michi,27.58927000000001,93.85053,1.0,0.25,0.5,0.1667,0.5,0.0,0.0,0.6667,0.2222,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.3333,0.0,0.375,0.125,0.125,0.3333,1.0,1.0,0.1111,0.0769,100.0,25.0,50.0,16.6667,50.8333,0.0,0.0,0.0,40.6667,66.6667,66.6667,22.2222,22.2222,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.7361,0.0,33.3333,16.6667,0.0,37.5,11.1111,25.0,12.5,12.5,33.3333,33.3333,100.0,100.0,100.0,11.1111,7.6923,7.6923,29.5887,29.6563
6343,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58533,93.85271,1.0,0.5,0.125,0.1667,0.5,0.0,0.3333,0.0667,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.6667,1.0,0.5,0.3333,0.0769,100.0,50.0,12.5,16.6667,50.8333,0.0,33.3333,0.0,44.0,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,33.3333,0.0,16.6667,0.0,25.0,33.3333,18.75,12.5,12.5,66.6667,66.6667,100.0,50.0,75.0,33.3333,7.6923,7.6923,30.1442,29.0119
6345,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.586159999999996,93.85461,1.0,0.5,0.125,0.1667,0.5,0.0,0.3333,0.0667,0.2222,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.25,0.125,0.6667,1.0,0.5,0.3333,0.0769,100.0,50.0,12.5,16.6667,50.8333,0.0,33.3333,0.0,44.0,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,14.7361,33.3333,0.0,16.6667,0.0,25.0,33.3333,25.0,12.5,12.5,66.6667,66.6667,100.0,50.0,75.0,33.3333,7.6923,7.6923,31.3942,30.1785
6358,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58568,93.85603,1.0,0.5,0.125,0.1667,0.5,0.0,0.3333,0.0667,0.3333,0.4,1.0,0.0,1.0,0.6,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.6667,1.0,0.5,0.3333,0.0769,100.0,50.0,12.5,16.6667,50.8333,0.0,33.3333,0.0,44.0,6.6667,6.6667,33.3333,33.3333,40.0,0.0,40.0,80.0,80.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,24.9583,33.3333,0.0,16.6667,0.0,25.0,33.3333,18.75,12.5,12.5,66.6667,66.6667,100.0,50.0,75.0,33.3333,7.6923,7.6923,30.1442,32.7452
6366,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.583270000000002,93.85791,1.0,0.5,0.125,0.1667,0.5,0.0,0.3333,0.0667,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,1.0,1.0,0.5,0.3333,0.0769,100.0,50.0,12.5,16.6667,50.8333,0.0,33.3333,0.0,44.0,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,33.3333,0.0,16.6667,0.0,25.0,33.3333,18.75,12.5,12.5,100.0,100.0,100.0,50.0,75.0,33.3333,7.6923,7.6923,33.4776,30.3452
6368,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58325,93.85536,1.0,0.5,0.05,0.1667,0.5,0.0,0.3333,0.0667,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.3333,1.0,0.5,0.3333,0.0769,100.0,50.0,5.0,16.6667,49.3333,0.0,33.3333,0.0,42.8,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,33.3333,0.0,16.6667,0.0,25.0,33.3333,18.75,12.5,12.5,33.3333,33.3333,100.0,50.0,75.0,33.3333,7.6923,7.6923,26.8109,27.3185
6369,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58308,93.85717,1.0,0.5,0.125,0.1667,0.5,1.0,0.3333,0.0667,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,1.0,1.0,0.5,0.3333,0.0769,100.0,50.0,12.5,16.6667,50.8333,100.0,33.3333,0.0,54.0,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,33.3333,0.0,16.6667,0.0,25.0,33.3333,18.75,12.5,12.5,100.0,100.0,100.0,50.0,75.0,33.3333,7.6923,7.6923,33.4776,33.3452
6382,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.57947,93.85863,1.0,0.5,0.125,0.1667,0.5,0.0,0.3333,0.0667,0.1111,0.4,1.0,0.0,1.0,0.6,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,1.0,1.0,0.5,0.3333,0.0769,100.0,50.0,12.5,16.6667,50.8333,0.0,33.3333,0.0,44.0,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,80.0,80.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,20.5139,33.3333,0.0,16.6667,0.0,25.0,33.3333,18.75,12.5,12.5,100.0,100.0,100.0,50.0,75.0,33.3333,7.6923,7.6923,33.4776,32.7452
6392,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.57866,93.85808,1.0,0.5,0.125,0.1667,0.5,0.0,0.3333,0.0667,0.1111,0.4,1.0,0.0,1.0,0.6,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.3333,0.2,0.5,0.3333,0.0769,100.0,50.0,12.5,16.6667,50.8333,0.0,33.3333,0.0,44.0,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,80.0,80.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,20.5139,33.3333,0.0,16.6667,0.0,25.0,33.3333,18.75,12.5,12.5,33.3333,33.3333,20.0,50.0,35.0,33.3333,7.6923,7.6923,20.8109,27.6785
6407,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58016,93.85513,1.0,0.5,0.125,0.1667,0.5,0.0,0.3333,0.0667,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.3333,1.0,0.5,0.3333,0.0769,100.0,50.0,12.5,16.6667,50.8333,0.0,33.3333,0.0,44.0,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,33.3333,0.0,16.6667,0.0,25.0,33.3333,18.75,12.5,12.5,33.3333,33.3333,100.0,50.0,75.0,33.3333,7.6923,7.6923,26.8109,27.6785
6629,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.589340000000004,93.85018000000001,1.0,0.5,0.5,0.1667,0.5,0.0,0.3333,1.0,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.25,0.375,0.125,0.125,0.3333,0.5,0.5,0.1111,0.0769,100.0,50.0,50.0,16.6667,58.3333,0.0,33.3333,25.0,50.0,100.0,100.0,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,24.0694,33.3333,33.3333,33.3333,25.0,37.5,11.1111,25.0,12.5,12.5,33.3333,33.3333,50.0,50.0,50.0,11.1111,7.6923,7.6923,25.8387,32.5563
6683,Agriculture,Farm land,West Siang,Kamba,Kambu,28.26717,94.6834,1.0,0.5,0.0,0.6667,0.5,0.0,0.3333,0.1333,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0133,1.0,0.5,0.1111,0.0769,100.0,50.0,0.0,66.6667,58.3333,0.0,33.3333,25.0,50.0,13.3333,13.3333,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.4028,0.0,0.0,0.0,25.0,25.0,11.1111,25.0,25.0,25.0,1.3333,1.3333,100.0,50.0,75.0,11.1111,7.6923,7.6923,23.2637,28.9263
6878,Agriculture,Farm land,West Kameng,Dirang,Dirang,28.13312,93.58753,1.0,0.25,0.95,0.8333,0.5,0.0,0.0,0.1333,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.3333,0.0,0.25,0.125,0.125,0.0533,0.05,0.5,0.0,0.0769,100.0,25.0,95.0,83.3333,73.1667,0.0,0.0,0.0,58.5333,13.3333,13.3333,11.1111,11.1111,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,0.0,33.3333,16.6667,0.0,25.0,0.0,18.75,12.5,12.5,5.3333,5.3333,5.0,50.0,27.5,0.0,7.6923,7.6923,13.5526,25.7352
6879,Agriculture,Farm land,West Kameng,Dirang,Dirang,27.337559999999996,92.27288,1.0,0.25,0.95,0.8333,0.5,0.0,0.0,0.1333,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.3333,0.0,0.25,0.375,0.125,0.0333,0.05,0.5,0.0,0.0769,100.0,25.0,95.0,83.3333,73.1667,0.0,0.0,0.0,58.5333,13.3333,13.3333,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,17.625,0.0,33.3333,16.6667,0.0,25.0,0.0,31.25,12.5,12.5,3.3333,3.3333,5.0,50.0,27.5,0.0,7.6923,7.6923,15.8526,29.1885
6880,Agriculture,Farm land,West Kameng,Dirang,Dirang,27.34115,92.96549,1.0,0.25,0.925,0.8333,0.5,0.0,0.0,0.1333,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.3333,0.0,0.25,0.375,0.125,0.0333,0.05,0.5,0.0,0.0769,100.0,25.0,92.5,83.3333,72.6667,0.0,0.0,0.0,58.1333,13.3333,13.3333,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,17.625,0.0,33.3333,16.6667,0.0,25.0,0.0,31.25,12.5,12.5,3.3333,3.3333,5.0,50.0,27.5,0.0,7.6923,7.6923,15.8526,29.0685
6960,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58655,93.85525,1.0,0.5,0.0,0.1667,0.5,0.0,0.0,0.1333,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1667,0.0,0.0,0.25,0.25,0.125,0.6667,1.0,0.5,0.3333,0.0769,100.0,50.0,0.0,16.6667,48.3333,0.0,0.0,0.0,38.6667,13.3333,13.3333,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.4028,16.6667,0.0,8.3333,0.0,25.0,33.3333,25.0,12.5,12.5,66.6667,66.6667,100.0,50.0,75.0,33.3333,7.6923,7.6923,30.1442,28.2785
7041,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.623279999999998,93.86494,1.0,0.75,0.5,0.3333,0.5,0.0,0.3333,0.0667,0.3333,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.25,0.375,0.0667,1.0,0.5,0.4444,0.1538,100.0,75.0,50.0,33.3333,69.1667,0.0,33.3333,0.0,58.6667,6.6667,6.6667,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,16.9583,33.3333,0.0,16.6667,0.0,25.0,44.4444,25.0,37.5,37.5,6.6667,6.6667,100.0,50.0,75.0,44.4444,15.3846,15.3846,31.0246,35.0973
7043,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.598940000000002,93.84846,1.0,0.5,0.5,0.3333,0.5,0.0,0.3333,0.0667,0.2222,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.375,0.125,0.25,0.0467,1.0,1.0,0.0,0.0769,100.0,50.0,50.0,33.3333,61.6667,0.0,33.3333,0.0,52.6667,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,14.7361,33.3333,33.3333,33.3333,0.0,37.5,0.0,25.0,25.0,25.0,4.6667,4.6667,100.0,100.0,100.0,0.0,7.6923,7.6923,29.9859,32.2152
7065,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.55999000000001,93.83747,1.0,0.75,0.5,0.3333,0.5,0.0,0.3333,0.0667,0.3333,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.25,0.125,0.0533,1.0,0.5,0.3333,0.1538,100.0,75.0,50.0,33.3333,69.1667,0.0,33.3333,0.0,58.6667,6.6667,6.6667,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,16.9583,33.3333,33.3333,33.3333,0.0,25.0,33.3333,25.0,12.5,12.5,5.3333,5.3333,100.0,50.0,75.0,33.3333,15.3846,15.3846,28.5301,34.0996
7066,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.56973,93.81825,1.0,0.25,0.0,0.3333,0.5,0.0,0.3333,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,0.0667,1.0,1.0,0.0,0.2308,100.0,25.0,0.0,33.3333,44.1667,0.0,33.3333,0.0,38.6667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,0.0,0.0,0.0,0.0,25.0,0.0,18.75,12.5,12.5,6.6667,6.6667,100.0,100.0,100.0,0.0,23.0769,23.0769,23.5994,24.7939
7067,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.5746,93.8155,1.0,0.25,0.25,0.3333,0.5,0.0,0.3333,0.0667,0.3333,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.3333,0.0,0.25,0.125,0.25,0.0533,1.0,0.5,0.2222,0.1538,100.0,25.0,25.0,33.3333,49.1667,0.0,33.3333,0.0,42.6667,6.6667,6.6667,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,16.9583,0.0,33.3333,16.6667,0.0,25.0,22.2222,18.75,25.0,25.0,5.3333,5.3333,100.0,50.0,75.0,22.2222,15.3846,15.3846,25.544,28.1051
7124,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.65734,93.80451,1.0,0.5,0.0,0.0,0.0,1.0,0.6667,0.3333,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1667,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.25,1.0,1.0,1.0,1.0,0.1538,100.0,50.0,0.0,0.0,45.0,100.0,66.6667,0.0,52.6667,33.3333,33.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,16.6667,0.0,0.0,0.0,11.8472,0.0,0.0,0.0,0.0,25.0,100.0,18.75,25.0,25.0,100.0,100.0,100.0,100.0,100.0,100.0,15.3846,15.3846,44.0385,36.9696
7126,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.62085,93.79078,1.0,0.25,0.0,0.1667,0.5,1.0,0.6667,0.2,0.3333,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1667,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.3333,1.0,0.5,0.3333,0.0769,100.0,25.0,0.0,16.6667,40.8333,100.0,66.6667,0.0,49.3333,20.0,20.0,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,16.6667,0.0,0.0,0.0,19.9583,0.0,0.0,0.0,0.0,25.0,33.3333,18.75,25.0,25.0,33.3333,33.3333,100.0,50.0,75.0,33.3333,7.6923,7.6923,26.1859,31.2619
7165,Agriculture,Farm land,Lower Subansiri,Ziro,Taring,27.52627,93.83129,1.0,0.75,0.375,0.5,0.5,0.0,0.3333,0.3333,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.1333,1.0,0.5,0.8889,0.4615,100.0,75.0,37.5,50.0,70.0,0.0,33.3333,0.0,59.3333,33.3333,33.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.1806,33.3333,0.0,16.6667,0.0,25.0,88.8889,18.75,12.5,12.5,13.3333,13.3333,100.0,50.0,75.0,88.8889,46.1538,46.1538,34.2126,36.0392
7166,Agriculture,Farm land,Lower Subansiri,Ziro,Taring,27.5262,93.8312,1.0,1.0,0.125,0.6667,0.5,1.0,0.3333,0.1333,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.125,0.1333,1.0,0.5,0.3333,0.3846,100.0,100.0,12.5,66.6667,75.8333,100.0,33.3333,0.0,74.0,13.3333,13.3333,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.4028,0.0,0.0,0.0,0.0,37.5,33.3333,25.0,12.5,12.5,13.3333,13.3333,100.0,50.0,75.0,33.3333,38.4615,38.4615,26.6378,37.476
7211,Agriculture,Farm land,Lower Subansiri,Ziro,Hong,27.52342,93.83570999999999,1.0,0.5,0.125,0.5,0.6667,1.0,0.3333,0.1333,0.3333,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.125,0.125,0.1333,1.0,0.5,0.8889,0.5385,100.0,50.0,12.5,50.0,57.5,100.0,33.3333,0.0,59.3333,13.3333,13.3333,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,19.2917,33.3333,33.3333,33.3333,0.0,25.0,88.8889,18.75,12.5,12.5,13.3333,13.3333,100.0,50.0,75.0,88.8889,53.8462,53.8462,37.4818,38.5802
