id,category,sub-category,district,circle,village,latitude,longitude,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,Does this electricity pole also have telephone lines ?,What is the electricity pole made of ?,What is the frequency of maintenance or safety audit ?,Are the wires insulated ?
5560,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Modang Tage,27.571440000000006,93.83468,kacha road,3g unreliable,vodafone#bsnl#airtel,no,steel,irregular,yes
5561,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Modang Tage,27.57188,93.83343,kacha road,3g unreliable,vodafone#bsnl#airtel,yes,steel,irregular,yes
5562,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Modang Tage,27.572340000000004,93.83337,kacha road,3g unreliable,vodafone#bsnl#airtel,yes,steel,irregular,yes
5563,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Modang Tage,27.57196,93.83338,kacha road,3g unreliable,vodafone#bsnl#airtel,no,steel,irregular,yes
5564,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Modang Tage,27.57215,93.83264,kacha road,3g unreliable,vodafone#bsnl#airtel,yes,steel,irregular,yes
5565,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Modang Tage,27.571990000000003,93.83293,kacha road,3g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
5566,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Modang Tage,27.5719,93.83274,kacha road,3g unreliable,vodafone#bsnl#airtel,yes,steel,irregular,yes
5567,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Modang Tage,27.57229,93.83232,pakka road,3g unreliable,vodafone#bsnl#airtel,no,steel,irregular,yes
5569,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Modang Tage,27.572,93.83228,pakka road,3g unreliable,vodafone#bsnl#airtel,yes,steel,irregular,yes
5589,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58421,93.84449,footway,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5598,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58623,93.84442,footway,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5599,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.583990000000004,93.84457,footway,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5600,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58422,93.84485,footway,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5602,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58434,93.84505,footway,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5616,Energy & ICT,Electricity Pole,Papumpare,Toru,Dokte Hoj,27.26052,93.79624,pakka road,4g reliable,vodafone#bsnl#airtel,no,steel#concrete,others,no
5634,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91368,95.25714,kacha road,3g reliable,bsnl#jio,no,steel#concrete#rail,others,yes
5635,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91449,95.25648,kacha road,3g reliable,bsnl#airtel#jio,no,concrete#steel#rail,others,yes
5636,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91286,95.25846,kacha road,3g reliable,bsnl#jio#airtel,no,steel#concrete#rail,others,yes
5637,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91346,95.2577,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
5638,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91332,95.25981,kacha road,3g reliable,bsnl#jio#airtel,no,steel#rail#concrete,others,yes
5639,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91313,95.26065,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
5640,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.9138,95.26168,kacha road,3g reliable,bsnl#jio#airtel,no,steel#concrete#rail,others,yes
5641,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91358,95.26278,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
5642,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91316,95.26535,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
5643,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91334,95.26444,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
5644,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91393,95.26394,kacha road,3g unreliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
5645,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91253,95.26605,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
5646,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.911690000000004,95.26816,kacha road,3g unreliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
5647,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91065,95.27029,kacha road,3g reliable,bsnl#jio#airtel,no,steel#rail#concrete,others,yes
5648,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91232,95.26723,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#bamboo,others,yes
5649,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91116,95.268,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
5650,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91085,95.26951,kacha road,3g reliable,bsnl#airtel#jio,no,concrete#steel#rail,others,yes
5651,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91108,95.27122,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
5652,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91046,95.27125,kacha road,3g unreliable,jio#bsnl#airtel,no,concrete#steel#rail,others,yes
5653,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90631,95.27371,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
5655,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90728,95.27394,kacha road,3g reliable,bsnl#jio#airtel,no,steel#concrete#rail,others,yes
5656,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90683,95.27466,kacha road,3g reliable,jio#bsnl#airtel,no,concrete#steel#rail,others,yes
5657,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.9071,95.27482,kacha road,3g reliable,bsnl#jio#airtel,no,steel#rail#concrete,others,yes
5659,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90731,95.27504,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
5660,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.907390000000003,95.27553,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
5662,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.9078,95.27526,kacha road,3g reliable,jio#airtel#bsnl,no,concrete#steel#rail,others,yes
5665,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90775,95.27581,kacha road,3g reliable,bsnl#airtel#jio,no,concrete#steel#rail,others,yes
5666,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.907840000000004,95.2759,kacha road,3g reliable,bsnl#airtel#jio,no,concrete#steel#rail,others,yes
5701,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18407,93.78271,pakka road,4g reliable,vodafone#airtel#jio#bsnl,no,steel,irregular,yes
5702,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.183640000000004,93.78228,pakka road,4g reliable,vodafone#jio#airtel#bsnl,no,steel,irregular,yes
5703,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.183490000000006,93.78194,pakka road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5704,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18331,93.78157,pakka road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5705,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.183190000000003,93.78125,pakka road,4g reliable,vodafone#jio#airtel,no,steel,irregular,yes
5706,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18296,93.781,pakka road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5707,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18267,93.78071,pakka road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5708,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.182640000000006,93.78024,pakka road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5709,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18266,93.77958,pakka road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5712,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.584570000000006,93.84435,footway,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5729,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18389,93.7825,pakka road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5738,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.1829,93.77988,pakka road,4g reliable,vodafone#jio#airtel#bsnl,no,steel,irregular,yes
5739,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18286,93.77951,pakka road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5741,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18211,93.7782,footway,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5742,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18184,93.77754,footway,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5743,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.1817,93.77697,footway,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5744,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.1813,93.77619,kacha road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5745,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18097,93.77543,pakka road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5746,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18045,93.77522,pakka road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5747,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.17994,93.77491,pakka road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5749,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.17918,93.77453,pakka road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5751,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58041,93.84107,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5752,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.178490000000004,93.7741,kacha road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5753,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58124,93.84118,footway,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5754,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.17872,93.77385,pakka road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5755,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.17856,93.7732,kacha road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5756,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.557640000000006,93.84869,pakka road,3g reliable,vodafone#bsnl#airtel,no,steel,others,yes
5762,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55756,93.84919,pakka road,3g reliable,vodafone#bsnl#airtel,no,steel,others,yes
5766,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55753,93.84967,pakka road,3g reliable,vodafone#bsnl#airtel,no,steel,others,yes
5769,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18177,93.77139,kacha road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5770,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18151,93.77188,kacha road,4g reliable,vodafone#jio#airtel#bsnl,no,steel,irregular,yes
5771,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18107,93.77216,kacha road,4g reliable,vodafone#jio#airtel#bsnl,no,steel,irregular,yes
5772,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.1806,93.77241,kacha road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5773,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.18015,93.77253,kacha road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5774,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.17972,93.77262,kacha road,4g reliable,vodafone#jio#airtel#bsnl,no,steel,irregular,yes
5775,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Chiputa,27.17931,93.77264,kacha road,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,yes
5776,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58094,93.84154,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5777,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58095,93.8414,kacha road,2g reliable,vodafone#idea#bsnl,no,steel,irregular,yes
5779,Energy & ICT,Electricity Pole,Papumpare,Doimukh,Doimukh,27.15051,93.75821,kacha road,4g reliable,vodafone#idea#bsnl#jio#airtel,no,steel,yearly,yes
5782,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.5798,93.84509,kacha road,2g unreliable,idea#vodafone#bsnl,no,steel,irregular,yes
5783,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57901,93.84484,kacha road,2g reliable,vodafone#idea#bsnl,no,steel,irregular,yes
5784,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57968,93.84496,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5785,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57971,93.8467,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5786,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57953,93.84704,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5787,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57942,93.84705,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5788,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57903,93.84738,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5789,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.579,93.84761,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5790,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57886,93.848,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5791,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.578540000000004,93.84414,footway,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5794,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57877,93.84914,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5795,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57868,93.84906,kacha road,2g reliable,vodafone#idea#bsnl,no,steel,irregular,yes
5796,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57907,93.84934,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5797,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57861,93.84947,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5798,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57876,93.84869,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5799,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57845,93.84907,kacha road,2g unreliable,bsnl#idea#vodafone,no,steel,irregular,yes
5800,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57916,93.84453,footway,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5801,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57913,93.84721,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5802,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58002,93.84681,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5803,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57955,93.845,kacha road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
5822,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.86719,95.22674,pakka road,4g reliable,vodafone#idea#bsnl#jio#airtel,no,steel,irregular,no
5823,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.86723,95.2267,pakka road,4g reliable,vodafone#idea#bsnl#airtel#jio,no,steel,irregular,no
5824,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.86614,95.22603,pakka road,4g reliable,jio#airtel,no,steel,irregular,no
5825,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.86622,95.22616,pakka road,4g reliable,bsnl#jio#airtel,no,steel,irregular,no
5826,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.86879,95.22722,pakka road,4g reliable,vodafone#idea#bsnl#jio#airtel,no,steel,irregular,no
5827,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.86836,95.22715,pakka road,4g reliable,vodafone#idea#bsnl#jio#airtel,no,steel,irregular,no
5828,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.86794,95.22722,pakka road,4g reliable,vodafone#idea#bsnl#jio#airtel,no,steel,irregular,no
5829,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.86651,95.22647,pakka road,4g unreliable,airtel#jio#bsnl#idea#vodafone,no,steel,irregular,no
5830,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.8676,95.22683,pakka road,4g reliable,vodafone#idea#jio#bsnl#airtel,no,steel,irregular,no
5831,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.86679,95.22649,pakka road,4g reliable,vodafone#idea#jio#airtel#bsnl,no,steel,irregular,no
5832,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.86798,95.2271,pakka road,4g reliable,vodafone#idea#bsnl#jio#airtel,no,steel,irregular,no
5833,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.8675,95.22689,pakka road,4g reliable,vodafone#idea#bsnl#jio#airtel,no,steel,irregular,no
5834,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.86669,95.22656,pakka road,4g reliable,idea#bsnl#jio#vodafone#airtel,no,steel,irregular,no
5835,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.866190000000003,95.22606,pakka road,4g unreliable,vodafone#idea#bsnl#jio#airtel,no,steel,irregular,no
5836,Energy & ICT,Electricity Pole,East Siang,Ruksin,Ngorlung,27.8664,95.22663,pakka road,4g unreliable,jio#airtel#bsnl#vodafone#idea,no,steel,yearly,no
5838,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.576320000000006,93.84696,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5840,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57863,93.84905,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5842,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57816,93.84853,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5843,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.579590000000003,93.84839,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5844,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57888,93.84944,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5846,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57871,93.84935,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5847,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57861,93.84914,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5848,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57842,93.84874,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5849,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.577890000000004,93.84835,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5850,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.5772,93.84821,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5851,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57708,93.8479,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5852,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57767,93.84815,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5853,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.577,93.84772,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5854,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.5767,93.84747,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5855,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57638,93.84673,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5856,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57623,93.84592,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5858,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57551,93.84575,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5859,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57585,93.84576,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5860,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57609,93.84583,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5861,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.576290000000004,93.84582,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5862,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57664,93.8456,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5863,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57736,93.84546,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5864,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.576940000000004,93.84555,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5866,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.577690000000004,93.84561,pakka road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5867,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57801,93.8456,pakka road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5868,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.578540000000004,93.84558,pakka road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5869,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.578840000000003,93.84569,pakka road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5870,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57839,93.84558,pakka road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5871,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57922,93.84568,pakka road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5872,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57956,93.84555,pakka road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5873,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.57999,93.84542,pakka road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5874,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58019,93.84545,pakka road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5876,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58069,93.8452,pakka road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5880,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.5809,93.84527,pakka road,2g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
5881,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58077,93.84531,pakka road,2g unreliable,vodafone#bsnl#airtel,no,steel,others,yes
5888,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58128,93.84541,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,others,yes
5894,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.581090000000003,93.84601,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,others,yes
5896,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58101,93.8459,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,others,yes
5897,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58106,93.84593,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,others,yes
5899,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58077,93.84632,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,others,yes
5901,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58064,93.84655,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,others,yes
5902,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58071,93.84662,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,others,yes
5904,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58127,93.84603,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,irregular,yes
5927,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58295,93.84458,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,irregular,yes
